誰,名詞,代名詞,一般,,,,誰,ダレ,ダレ
思は,動詞,自立,,,四段・ハ行,未然形,思ふ,オモハ,オモワ
れ,動詞,接尾,,,一段,連用形,れる,レ,レ
て,助詞,接続助詞,,,,,て,テ,テ
なら,動詞,非自立,,,五段・ラ行,未然形,なる,ナラ,ナラ
ぬ,助動詞,,,,特殊・ヌ,基本形,ぬ,ヌ,ヌ
。,記号,句点,,,,,。,。,。
×,記号,一般,,,,,×,カケル,カケル
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
は,助詞,係助詞,,,,,は,ハ,ワ
時々,副詞,一般,,,,,時々,トキドキ,トキドキ
暴君,名詞,一般,,,,,暴君,ボウクン,ボークン
に,助詞,格助詞,一般,,,,に,ニ,ニ
な,助動詞,,,,特殊・ダ,体言接続,だ,ナ,ナ
つて,名詞,一般,,,,,つて,ツテ,ツテ
大勢,名詞,一般,,,,,大勢,オオゼイ,オーゼイ
の,助詞,連体化,,,,,の,ノ,ノ
男女,名詞,一般,,,,,男女,ダンジョ,ダンジョ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
獅子,名詞,一般,,,,,獅子,シシ,シシ
や,助詞,並立助詞,,,,,や,ヤ,ヤ
虎,名詞,一般,,,,,虎,トラ,トラ
に,助詞,格助詞,一般,,,,に,ニ,ニ
食,動詞,自立,,,一段,連用形,食る,クエ,クエ
はせ,動詞,自立,,,一段,連用形,はせる,ハセ,ハセ
て,助詞,接続助詞,,,,,て,テ,テ
見,動詞,自立,,,一段,連用形,見る,ミ,ミ
たい,助動詞,,,,特殊・タイ,基本形,たい,タイ,タイ
と,助詞,格助詞,引用,,,,と,ト,ト
思ふ,動詞,自立,,,四段・ハ行,基本形,思ふ,オモフ,オモウ
こと,名詞,非自立,一般,,,,こと,コト,コト
が,助詞,格助詞,一般,,,,が,ガ,ガ
ある,動詞,自立,,,五段・ラ行,基本形,ある,アル,アル
。,記号,句点,,,,,。,。,。
が,接続詞,,,,,,が,ガ,ガ
、,記号,読点,,,,,、,、,、
膿,名詞,一般,,,,,膿,ウミ,ウミ
盆,名詞,一般,,,,,盆,ボン,ボン
の,助詞,連体化,,,,,の,ノ,ノ
中,名詞,非自立,副詞可能,,,,中,ナカ,ナカ
に,助詞,格助詞,一般,,,,に,ニ,ニ
落ち,動詞,自立,,,一段,連用形,落ちる,オチ,オチ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
血,名詞,一般,,,,,血,チ,チ
だらけ,名詞,接尾,一般,,,,だらけ,ダラケ,ダラケ
の,助詞,連体化,,,,,の,ノ,ノ
ガアゼ,名詞,一般,,,,,ガアゼ,ガアゼ,ガアゼ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
見,動詞,自立,,,一段,連用形,見る,ミ,ミ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
だけ,助詞,副助詞,,,,,だけ,ダケ,ダケ
でも,助詞,副助詞,,,,,でも,デモ,デモ
、,記号,読点,,,,,、,、,、
肉体,名詞,一般,,,,,肉体,ニクタイ,ニクタイ
的,名詞,接尾,形容動詞語幹,,,,的,テキ,テキ
に,助詞,副詞化,,,,,に,ニ,ニ
忽ち,副詞,助詞類接続,,,,,忽ち,タチマチ,タチマチ
不快,名詞,形容動詞語幹,,,,,不快,フカイ,フカイ
に,助詞,副詞化,,,,,に,ニ,ニ
なつ,名詞,固有名詞,人名,名,,,なつ,ナツ,ナツ
て,助詞,接続助詞,,,,,て,テ,テ
しまふ,動詞,非自立,,,四段・ハ行,基本形,しまふ,シマフ,シマウ
。,記号,句点,,,,,。,。,。
×,記号,一般,,,,,×,カケル,カケル
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
は,助詞,係助詞,,,,,は,ハ,ワ
度,名詞,一般,,,,,度,ド,ド
たび,名詞,非自立,副詞可能,,,,たび,タビ,タビ
他人,名詞,一般,,,,,他人,タニン,タニン
の,助詞,連体化,,,,,の,ノ,ノ
こと,名詞,非自立,一般,,,,こと,コト,コト
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
死ね,動詞,自立,,,五段・ナ行,仮定形,死ぬ,シネ,シネ
ば,助詞,接続助詞,,,,,ば,バ,バ
善い,形容詞,自立,,,形容詞・アウオ段,基本形,善い,ヨイ,ヨイ
と,助詞,格助詞,引用,,,,と,ト,ト
思,動詞,自立,,,一段,連用形,思る,オモエ,オモエ
つ,助動詞,,,,下二・タ行,基本形,つ,ツ,ツ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
こと,名詞,非自立,一般,,,,こと,コト,コト
が,助詞,格助詞,一般,,,,が,ガ,ガ
ある,動詞,自立,,,五段・ラ行,基本形,ある,アル,アル
。,記号,句点,,,,,。,。,。
その,連体詞,,,,,,その,ソノ,ソノ
又,副詞,助詞類接続,,,,,又,マタ,マタ
死ね,動詞,自立,,,五段・ナ行,仮定形,死ぬ,シネ,シネ
ば,助詞,接続助詞,,,,,ば,バ,バ
善い,形容詞,自立,,,形容詞・アウオ段,基本形,善い,ヨイ,ヨイ
と,助詞,格助詞,引用,,,,と,ト,ト
思,動詞,自立,,,一段,連用形,思る,オモエ,オモエ
つ,助動詞,,,,下二・タ行,基本形,つ,ツ,ツ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
中,名詞,非自立,副詞可能,,,,中,ナカ,ナカ
に,助詞,格助詞,一般,,,,に,ニ,ニ
は,助詞,係助詞,,,,,は,ハ,ワ
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
の,助詞,連体化,,,,,の,ノ,ノ
肉親,名詞,一般,,,,,肉親,ニクシン,ニクシン
さ,名詞,接尾,特殊,,,,さ,サ,サ
へ,助詞,格助詞,一般,,,,へ,ヘ,エ
ゐ,動詞,自立,,,一段,未然形,ゐる,ヰ,イ
ない,助動詞,,,,特殊・ナイ,基本形,ない,ナイ,ナイ
こと,名詞,非自立,一般,,,,こと,コト,コト
は,助詞,係助詞,,,,,は,ハ,ワ
ない,助動詞,,,,特殊・ナイ,基本形,ない,ナイ,ナイ
。,記号,句点,,,,,。,。,。
×,記号,一般,,,,,×,カケル,カケル
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
は,助詞,係助詞,,,,,は,ハ,ワ
どう,副詞,助詞類接続,,,,,どう,ドウ,ドー
云,名詞,一般,,,,,云,ウン,ウン
ふ,名詞,一般,,,,,ふ,フ,フ
良心,名詞,一般,,,,,良心,リョウシン,リョーシン
も,助詞,係助詞,,,,,も,モ,モ
、,記号,読点,,,,,、,、,、
——,名詞,サ変接続,,,,,——,——,——
芸術,名詞,一般,,,,,芸術,ゲイジュツ,ゲイジュツ
的,名詞,接尾,形容動詞語幹,,,,的,テキ,テキ
良心,名詞,一般,,,,,良心,リョウシン,リョーシン
さ,名詞,接尾,特殊,,,,さ,サ,サ
へ,助詞,格助詞,一般,,,,へ,ヘ,エ
持つ,動詞,自立,,,五段・タ行,基本形,持つ,モツ,モツ
て,助詞,接続助詞,,,,,て,テ,テ
ゐ,動詞,自立,,,一段,未然形,ゐる,ヰ,イ
ない,助動詞,,,,特殊・ナイ,基本形,ない,ナイ,ナイ
。,記号,句点,,,,,。,。,。
が,接続詞,,,,,,が,ガ,ガ
、,記号,読点,,,,,、,、,、
神経,名詞,一般,,,,,神経,シンケイ,シンケイ
は,助詞,係助詞,,,,,は,ハ,ワ
持ち合せ,動詞,自立,,,一段,連用形,持ち合せる,モチアワセ,モチアワセ
て,助詞,接続助詞,,,,,て,テ,テ
ゐる,動詞,自立,,,一段,基本形,ゐる,ヰル,イル
。,記号,句点,,,,,。,。,。
×,記号,一般,,,,,×,カケル,カケル
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
は,助詞,係助詞,,,,,は,ハ,ワ
滅多,名詞,形容動詞語幹,,,,,滅多,メッタ,メッタ
に,助詞,副詞化,,,,,に,ニ,ニ
憎ん,動詞,自立,,,五段・マ行,連用タ接続,憎む,ニクン,ニクン
だ,助動詞,,,,特殊・タ,基本形,だ,ダ,ダ
こと,名詞,非自立,一般,,,,こと,コト,コト
は,助詞,係助詞,,,,,は,ハ,ワ
ない,助動詞,,,,特殊・ナイ,基本形,ない,ナイ,ナイ
。,記号,句点,,,,,。,。,。
その,連体詞,,,,,,その,ソノ,ソノ
代り,名詞,一般,,,,,代り,カワリ,カワリ
に,助詞,格助詞,一般,,,,に,ニ,ニ
は,助詞,係助詞,,,,,は,ハ,ワ
時々,副詞,一般,,,,,時々,トキドキ,トキドキ
軽蔑,名詞,サ変接続,,,,,軽蔑,ケイベツ,ケイベツ
し,動詞,自立,,,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,,,,,て,テ,テ
ゐる,動詞,自立,,,一段,基本形,ゐる,ヰル,イル
。,記号,句点,,,,,。,。,。
×,記号,一般,,,,,×,カケル,カケル
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
自身,名詞,一般,,,,,自身,ジシン,ジシン
の,助詞,連体化,,,,,の,ノ,ノ
経験,名詞,サ変接続,,,,,経験,ケイケン,ケイケン
に,助詞,格助詞,一般,,,,に,ニ,ニ
よれ,動詞,自立,,,五段・ラ行,仮定形,よる,ヨレ,ヨレ
ば,助詞,接続助詞,,,,,ば,バ,バ
、,記号,読点,,,,,、,、,、
最も,副詞,一般,,,,,最も,モットモ,モットモ
甚しい,形容詞,自立,,,形容詞・イ段,基本形,甚しい,ハナハダシイ,ハナハダシイ
自己,名詞,一般,,,,,自己,ジコ,ジコ
嫌悪,名詞,サ変接続,,,,,嫌悪,ケンオ,ケンオ
の,助詞,連体化,,,,,の,ノ,ノ
特色,名詞,一般,,,,,特色,トクショク,トクショク
は,助詞,係助詞,,,,,は,ハ,ワ
あらゆる,連体詞,,,,,,あらゆる,アラユル,アラユル
もの,名詞,非自立,一般,,,,もの,モノ,モノ
に,助詞,格助詞,一般,,,,に,ニ,ニ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
見つける,動詞,自立,,,一段,基本形,見つける,ミツケル,ミツケル
こと,名詞,非自立,一般,,,,こと,コト,コト
で,助動詞,,,,特殊・ダ,連用形,だ,デ,デ
ある,助動詞,,,,五段・ラ行アル,基本形,ある,アル,アル
。,記号,句点,,,,,。,。,。
しかも,接続詞,,,,,,しかも,シカモ,シカモ
その,連体詞,,,,,,その,ソノ,ソノ
又,接頭詞,名詞接続,,,,,又,マタ,マタ
発見,名詞,サ変接続,,,,,発見,ハッケン,ハッケン
に,助詞,格助詞,一般,,,,に,ニ,ニ
少しも,副詞,一般,,,,,少しも,スコシモ,スコシモ
満足,名詞,サ変接続,,,,,満足,マンゾク,マンゾク
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
感じ,動詞,自立,,,一段,未然形,感じる,カンジ,カンジ
ない,助動詞,,,,特殊・ナイ,基本形,ない,ナイ,ナイ
こと,名詞,非自立,一般,,,,こと,コト,コト
で,助動詞,,,,特殊・ダ,連用形,だ,デ,デ
ある,助動詞,,,,五段・ラ行アル,基本形,ある,アル,アル
。,記号,句点,,,,,。,。,。
×,記号,一般,,,,,×,カケル,カケル
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
は,助詞,係助詞,,,,,は,ハ,ワ
いろいろ,名詞,形容動詞語幹,,,,,いろいろ,イロイロ,イロイロ
の,助詞,連体化,,,,,の,ノ,ノ
人,名詞,一般,,,,,人,ヒト,ヒト
の,助詞,連体化,,,,,の,ノ,ノ
言葉,名詞,一般,,,,,言葉,コトバ,コトバ
に,助詞,格助詞,一般,,,,に,ニ,ニ
いつか,名詞,副詞可能,,,,,いつか,イツカ,イツカ
耳,名詞,一般,,,,,耳,ミミ,ミミ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
傾け,動詞,自立,,,一段,連用形,傾ける,カタムケ,カタムケ
て,助詞,接続助詞,,,,,て,テ,テ
ゐる,動詞,自立,,,一段,基本形,ゐる,ヰル,イル
。,記号,句点,,,,,。,。,。
たとへば,接続詞,,,,,,たとへば,タトヘバ,タトエバ
肴,名詞,一般,,,,,肴,サカナ,サカナ
屋,名詞,接尾,一般,,,,屋,ヤ,ヤ
の,助詞,連体化,,,,,の,ノ,ノ
小僧,名詞,一般,,,,,小僧,コゾウ,コゾー
など,助詞,副助詞,,,,,など,ナド,ナド
の,助詞,連体化,,,,,の,ノ,ノ
「,記号,括弧開,,,,,「,「,「
こんち,名詞,サ変接続,,,,,こんち,コンチ,コンチ
は,助詞,係助詞,,,,,は,ハ,ワ
ア,名詞,一般,,,,,ア,ア,ア
」,記号,括弧閉,,,,,」,」,」
と,フィラー,,,,,,と,ト,ト
云,名詞,一般,,,,,云,ウン,ウン
ふ,名詞,一般,,,,,ふ,フ,フ
言葉,名詞,一般,,,,,言葉,コトバ,コトバ
に,助詞,格助詞,一般,,,,に,ニ,ニ
。,記号,句点,,,,,。,。,。
あの,フィラー,,,,,,あの,アノ,アノ
言葉,名詞,一般,,,,,言葉,コトバ,コトバ
は,助詞,係助詞,,,,,は,ハ,ワ
母音,名詞,一般,,,,,母音,ボイン,ボイン
に,助詞,格助詞,一般,,,,に,ニ,ニ
終,名詞,一般,,,,,終,オワリ,オワリ
つて,名詞,一般,,,,,つて,ツテ,ツテ
ゐ,動詞,自立,,,一段,未然形,ゐる,ヰ,イ
ない,助動詞,,,,特殊・ナイ,基本形,ない,ナイ,ナイ
、,記号,読点,,,,,、,、,、
ちよ,名詞,固有名詞,人名,名,,,ちよ,チヨ,チヨ
つと,副詞,一般,,,,,つと,ツト,ツト
羅,名詞,固有名詞,人名,姓,,,羅,ラ,ラ
馬,名詞,一般,,,,,馬,ウマ,ウマ
字,名詞,一般,,,,,字,ジ,ジ
に,助詞,格助詞,一般,,,,に,ニ,ニ
書い,動詞,自立,,,五段・カ行イ音便,連用タ接続,書く,カイ,カイ
て,助詞,接続助詞,,,,,て,テ,テ
見れ,動詞,自立,,,一段,仮定形,見る,ミレ,ミレ
ば,助詞,接続助詞,,,,,ば,バ,バ
、,記号,読点,,,,,、,、,、
Konchiwaas,名詞,固有名詞,組織,,,,Konchiwaas,Konchiwaas,Konchiwaas
と,助詞,並立助詞,,,,,と,ト,ト
云,名詞,一般,,,,,云,ウン,ウン
ふ,名詞,一般,,,,,ふ,フ,フ
の,助詞,連体化,,,,,の,ノ,ノ
で,助動詞,,,,特殊・ダ,連用形,だ,デ,デ
ある,助動詞,,,,五段・ラ行アル,基本形,ある,アル,アル
。,記号,句点,,,,,。,。,。
なぜ,副詞,助詞類接続,,,,,なぜ,ナゼ,ナゼ
又,副詞,助詞類接続,,,,,又,マタ,マタ
あの,連体詞,,,,,,あの,アノ,アノ
言葉,名詞,一般,,,,,言葉,コトバ,コトバ
は,助詞,係助詞,,,,,は,ハ,ワ
必要,名詞,形容動詞語幹,,,,,必要,ヒツヨウ,ヒツヨー
も,助詞,係助詞,,,,,も,モ,モ
ない,形容詞,自立,,,形容詞・アウオ段,基本形,ない,ナイ,ナイ
Ｓ,記号,アルファベット,,,,,Ｓ,エス,エス
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
最後,名詞,一般,,,,,最後,サイゴ,サイゴ
に,助詞,格助詞,一般,,,,に,ニ,ニ
伴,動詞,自立,,,一段,連用形,伴る,トモナエ,トモナエ
ふ,名詞,一般,,,,,ふ,フ,フ
の,助詞,連体化,,,,,の,ノ,ノ
かしら,助詞,終助詞,,,,,かしら,カシラ,カシラ
。,記号,句点,,,,,。,。,。
×,記号,一般,,,,,×,カケル,カケル
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
は,助詞,係助詞,,,,,は,ハ,ワ
いつも,副詞,一般,,,,,いつも,イツモ,イツモ
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
一,名詞,数,,,,,一,イチ,イチ
人,名詞,接尾,助数詞,,,,人,ニン,ニン
で,助動詞,,,,特殊・ダ,連用形,だ,デ,デ
は,助詞,係助詞,,,,,は,ハ,ワ
ない,助動詞,,,,特殊・ナイ,基本形,ない,ナイ,ナイ
。,記号,句点,,,,,。,。,。
息子,名詞,一般,,,,,息子,ムスコ,ムスコ
、,記号,読点,,,,,、,、,、
亭主,名詞,一般,,,,,亭主,テイシュ,テイシュ
、,記号,読点,,,,,、,、,、
牡,名詞,一般,,,,,牡,オス,オス
、,記号,読点,,,,,、,、,、
人生,名詞,一般,,,,,人生,ジンセイ,ジンセイ
観,名詞,接尾,一般,,,,観,カン,カン
上,名詞,接尾,副詞可能,,,,上,ジョウ,ジョー
の,助詞,連体化,,,,,の,ノ,ノ
現実,名詞,一般,,,,,現実,ゲンジツ,ゲンジツ
主義,名詞,一般,,,,,主義,シュギ,シュギ
者,名詞,接尾,一般,,,,者,シャ,シャ
、,記号,読点,,,,,、,、,、
気質,名詞,一般,,,,,気質,キシツ,キシツ
上,名詞,接尾,副詞可能,,,,上,ジョウ,ジョー
の,助詞,連体化,,,,,の,ノ,ノ
ロマン,名詞,一般,,,,,ロマン,ロマン,ロマン
主義,名詞,一般,,,,,主義,シュギ,シュギ
者,名詞,接尾,一般,,,,者,シャ,シャ
、,記号,読点,,,,,、,、,、
哲学,名詞,一般,,,,,哲学,テツガク,テツガク
上,名詞,接尾,副詞可能,,,,上,ジョウ,ジョー
の,助詞,連体化,,,,,の,ノ,ノ
懐疑,名詞,サ変接続,,,,,懐疑,カイギ,カイギ
主義,名詞,一般,,,,,主義,シュギ,シュギ
者,名詞,接尾,一般,,,,者,シャ,シャ
等,名詞,接尾,一般,,,,等,トウ,トー
、,記号,読点,,,,,、,、,、
等,形容詞,自立,,,形容詞・イ段,文語基本形,等い,ヒトシ,ヒトシ
、,記号,読点,,,,,、,、,、
等,形容詞,自立,,,形容詞・イ段,文語基本形,等い,ヒトシ,ヒトシ
、,記号,読点,,,,,、,、,、
——,名詞,サ変接続,,,,,——,——,——
それ,名詞,代名詞,一般,,,,それ,ソレ,ソレ
は,助詞,係助詞,,,,,は,ハ,ワ
格別,名詞,形容動詞語幹,,,,,格別,カクベツ,カクベツ
差,名詞,接尾,一般,,,,差,サ,サ
支,動詞,自立,,,一段,連用形,支る,ササエ,ササエ
へ,助詞,格助詞,一般,,,,へ,ヘ,エ
ない,形容詞,自立,,,形容詞・アウオ段,基本形,ない,ナイ,ナイ
。,記号,句点,,,,,。,。,。
しかし,接続詞,,,,,,しかし,シカシ,シカシ
その,連体詞,,,,,,その,ソノ,ソノ
何,名詞,数,,,,,何,ナン,ナン
人,名詞,接尾,助数詞,,,,人,ニン,ニン
か,助詞,副助詞／並立助詞／終助詞,,,,,か,カ,カ
の,助詞,連体化,,,,,の,ノ,ノ
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
自身,名詞,一般,,,,,自身,ジシン,ジシン
が,助詞,格助詞,一般,,,,が,ガ,ガ
いつも,副詞,一般,,,,,いつも,イツモ,イツモ
喧嘩,名詞,サ変接続,,,,,喧嘩,ケンカ,ケンカ
する,動詞,自立,,,サ変・スル,基本形,する,スル,スル
の,名詞,非自立,一般,,,,の,ノ,ノ
に,助詞,格助詞,一般,,,,に,ニ,ニ
苦しん,動詞,自立,,,五段・マ行,連用タ接続,苦しむ,クルシン,クルシン
で,助詞,接続助詞,,,,,で,デ,デ
ゐる,動詞,自立,,,一段,基本形,ゐる,ヰル,イル
。,記号,句点,,,,,。,。,。
×,記号,一般,,,,,×,カケル,カケル
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
は,助詞,係助詞,,,,,は,ハ,ワ
未知,名詞,一般,,,,,未知,ミチ,ミチ
の,助詞,連体化,,,,,の,ノ,ノ
女,名詞,一般,,,,,女,オンナ,オンナ
から,助詞,格助詞,一般,,,,から,カラ,カラ
手紙,名詞,一般,,,,,手紙,テガミ,テガミ
か,助詞,副助詞／並立助詞／終助詞,,,,,か,カ,カ
何,名詞,代名詞,一般,,,,何,ナニ,ナニ
か,助詞,副助詞／並立助詞／終助詞,,,,,か,カ,カ
貰,動詞,自立,,,一段,連用形,貰る,モラエ,モラエ
つ,助動詞,,,,下二・タ行,基本形,つ,ツ,ツ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
時,名詞,非自立,副詞可能,,,,時,トキ,トキ
、,記号,読点,,,,,、,、,、
ま,感動詞,,,,,,ま,マ,マ
づ,感動詞,,,,,,づ,づ,づ
考へ,動詞,自立,,,一段,未然形,考へる,カンガヘ,カンガエ
ず,助動詞,,,,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ
に,助詞,格助詞,一般,,,,に,ニ,ニ
ゐ,動詞,自立,,,一段,未然形,ゐる,ヰ,イ
られ,動詞,接尾,,,一段,未然形,られる,ラレ,ラレ
ぬ,助動詞,,,,特殊・ヌ,基本形,ぬ,ヌ,ヌ
こと,名詞,非自立,一般,,,,こと,コト,コト
は,助詞,係助詞,,,,,は,ハ,ワ
その,連体詞,,,,,,その,ソノ,ソノ
女,名詞,一般,,,,,女,オンナ,オンナ
の,助詞,連体化,,,,,の,ノ,ノ
美人,名詞,一般,,,,,美人,ビジン,ビジン
か,助詞,副助詞／並立助詞／終助詞,,,,,か,カ,カ
どう,副詞,助詞類接続,,,,,どう,ドウ,ドー
か,助詞,副助詞／並立助詞／終助詞,,,,,か,カ,カ
で,助動詞,,,,特殊・ダ,連用形,だ,デ,デ
ある,助動詞,,,,五段・ラ行アル,基本形,ある,アル,アル
。,記号,句点,,,,,。,。,。
×,記号,一般,,,,,×,カケル,カケル
あらゆる,連体詞,,,,,,あらゆる,アラユル,アラユル
言葉,名詞,一般,,,,,言葉,コトバ,コトバ
は,助詞,係助詞,,,,,は,ハ,ワ
銭,名詞,一般,,,,,銭,ゼニ,ゼニ
の,助詞,連体化,,,,,の,ノ,ノ
やう,名詞,非自立,助動詞語幹,,,,やう,ヤウ,ヨー
に,助詞,副詞化,,,,,に,ニ,ニ
必ず,副詞,一般,,,,,必ず,カナラズ,カナラズ
両面,名詞,一般,,,,,両面,リョウメン,リョーメン
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
具,名詞,一般,,,,,具,グ,グ
へ,助詞,格助詞,一般,,,,へ,ヘ,エ
て,助詞,接続助詞,,,,,て,テ,テ
