如し,助動詞,,,,文語・ゴトシ,基本形,如し,ゴトシ,ゴトシ
。,記号,句点,,,,,。,。,。
身,名詞,一般,,,,,身,ミ,ミ
の,助詞,連体化,,,,,の,ノ,ノ
半,名詞,一般,,,,,半,ハン,ハン
は,助詞,係助詞,,,,,は,ハ,ワ
既,名詞,一般,,,,,既,スンデ,スンデ
葬ら,動詞,自立,,,五段・ラ行,未然形,葬る,ホウムラ,ホームラ
れ,動詞,接尾,,,一段,連用形,れる,レ,レ
ん,名詞,非自立,一般,,,,ん,ン,ン
と,助詞,格助詞,一般,,,,と,ト,ト
する,動詞,自立,,,サ変・スル,基本形,する,スル,スル
に,助詞,格助詞,一般,,,,に,ニ,ニ
当り,動詞,自立,,,五段・ラ行,連用形,当る,アタリ,アタリ
て,助詞,接続助詞,,,,,て,テ,テ
、,記号,読点,,,,,、,、,、
せつ,名詞,一般,,,,,せつ,セツ,セツ
ぱつまりて,名詞,一般,,,,,ぱつまりて,ぱつまりて,ぱつまりて
出,名詞,接尾,一般,,,,出,デ,デ
づる,名詞,一般,,,,,づる,づる,づる
声,名詞,接尾,一般,,,,声,コエ,コエ
なり,助動詞,,,,文語・ナリ,基本形,なり,ナリ,ナリ
。,記号,句点,,,,,。,。,。
○,記号,一般,,,,,○,○,○
識者,名詞,一般,,,,,識者,シキシャ,シキシャ
といふ,助詞,格助詞,連語,,,,といふ,トイフ,トユウ
もの,名詞,非自立,一般,,,,もの,モノ,モノ
あり,動詞,自立,,,五段・ラ行,連用形,ある,アリ,アリ
、,記号,読点,,,,,、,、,、
都合,名詞,一般,,,,,都合,ツゴウ,ツゴー
の,助詞,連体化,,,,,の,ノ,ノ
い,名詞,一般,,,,,い,イ,イ
ゝ,記号,一般,,,,,ゝ,ゝ,ゝ
時,名詞,副詞可能,,,,,時,トキ,トキ
呼出,名詞,サ変接続,,,,,呼出,ヨビダシ,ヨビダシ
さ,動詞,自立,,,サ変・スル,未然レル接続,する,サ,サ
れ,動詞,接尾,,,一段,未然形,れる,レ,レ
ず,助動詞,,,,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ
、,記号,読点,,,,,、,、,、
わるい,形容詞,自立,,,形容詞・アウオ段,基本形,わるい,ワルイ,ワルイ
時,名詞,非自立,副詞可能,,,,時,トキ,トキ
呼出,名詞,サ変接続,,,,,呼出,ヨビダシ,ヨビダシ
さる,動詞,自立,,,五段・ラ行,基本形,さる,サル,サル
。,記号,句点,,,,,。,。,。
割,名詞,一般,,,,,割,ワリ,ワリ
に,助詞,格助詞,一般,,,,に,ニ,ニ
合,名詞,一般,,,,,合,ゴウ,ゴー
は,助詞,係助詞,,,,,は,ハ,ワ
ぬ,助動詞,,,,特殊・ヌ,基本形,ぬ,ヌ,ヌ
こと,名詞,非自立,一般,,,,こと,コト,コト
、,記号,読点,,,,,、,、,、
後世,名詞,副詞可能,,,,,後世,コウセイ,コーセイ
に,助詞,格助詞,一般,,,,に,ニ,ニ
似,動詞,自立,,,一段,連用形,似る,ニ,ニ
たり,助詞,並立助詞,,,,,たり,タリ,タリ
。,記号,句点,,,,,。,。,。
示教,名詞,サ変接続,,,,,示教,シキョウ,シキョー
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
仰ぐ,動詞,自立,,,五段・ガ行,基本形,仰ぐ,アオグ,アオグ
の,名詞,非自立,一般,,,,の,ノ,ノ
、,記号,読点,,,,,、,、,、
乞,名詞,一般,,,,,乞,乞,乞
ふ,名詞,一般,,,,,ふ,フ,フ
の,助詞,連体化,,,,,の,ノ,ノ
といふ,助詞,格助詞,連語,,,,といふ,トイフ,トユウ
奴,名詞,代名詞,一般,,,,奴,ヤツ,ヤツ
に,助詞,格助詞,一般,,,,に,ニ,ニ
限り,動詞,自立,,,五段・ラ行,連用形,限る,カギリ,カギリ
て,助詞,接続助詞,,,,,て,テ,テ
、,記号,読点,,,,,、,、,、
いで,動詞,自立,,,下二・ダ行,連用形,いづ,イデ,イデ
其識,名詞,一般,,,,,其識,其識,其識
者,名詞,接尾,一般,,,,者,シャ,シャ
といふ,助詞,格助詞,連語,,,,といふ,トイフ,トユウ
もの,名詞,非自立,一般,,,,もの,モノ,モノ
ゝ,記号,一般,,,,,ゝ,ゝ,ゝ
真に,副詞,一般,,,,,真に,シンニ,シンニ
出現,名詞,サ変接続,,,,,出現,シュツゲン,シュツゲン
す,動詞,自立,,,サ変・スル,文語基本形,する,ス,ス
とも,助詞,接続助詞,,,,,とも,トモ,トモ
、,記号,読点,,,,,、,、,、
一向,副詞,一般,,,,,一向,イッコウ,イッコー
言,名詞,一般,,,,,言,ゲン,ゲン
ふ,名詞,一般,,,,,ふ,フ,フ
事,名詞,接尾,一般,,,,事,ジ,ジ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
きか,動詞,自立,,,五段・カ行イ音便,未然形,きく,キカ,キカ
ぬ,助動詞,,,,特殊・ヌ,基本形,ぬ,ヌ,ヌ
は,助詞,係助詞,,,,,は,ハ,ワ
受合,名詞,一般,,,,,受合,受合,受合
也,名詞,一般,,,,,也,也,也
。,記号,句点,,,,,。,。,。
○,記号,一般,,,,,○,○,○
僅,名詞,一般,,,,,僅,僅,僅
に,助詞,格助詞,一般,,,,に,ニ,ニ
三十一文字,名詞,一般,,,,,三十一文字,ミソヒトモジ,ミソヒトモジ
を以て,助詞,格助詞,連語,,,,を以て,ヲモッテ,ヲモッテ
すら,助詞,係助詞,,,,,すら,スラ,スラ
、,記号,読点,,,,,、,、,、
目,名詞,一般,,,,,目,メ,メ
に,助詞,格助詞,一般,,,,に,ニ,ニ
見え,動詞,自立,,,一段,未然形,見える,ミエ,ミエ
ぬ,助動詞,,,,特殊・ヌ,基本形,ぬ,ヌ,ヌ
鬼神,名詞,一般,,,,,鬼神,オニガミ,オニガミ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
感ぜ,動詞,自立,,,サ変・−ズル,未然形,感ずる,カンゼ,カンゼ
しむ,動詞,自立,,,五段・マ行,基本形,しむ,シム,シム
る,助動詞,,,,文語・リ,体言接続,り,ル,ル
国柄,名詞,一般,,,,,国柄,クニガラ,クニガラ
なり,助動詞,,,,文語・ナリ,基本形,なり,ナリ,ナリ
。,記号,句点,,,,,。,。,。
況,名詞,一般,,,,,況,況,況
ん,名詞,非自立,一般,,,,ん,ン,ン
や,助詞,並立助詞,,,,,や,ヤ,ヤ
識者,名詞,一般,,,,,識者,シキシャ,シキシャ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
や,助詞,終助詞,,,,,や,ヤ,ヤ
。,記号,句点,,,,,。,。,。
目,名詞,一般,,,,,目,メ,メ
に,助詞,格助詞,一般,,,,に,ニ,ニ
見え,動詞,自立,,,一段,未然形,見える,ミエ,ミエ
ぬ,助動詞,,,,特殊・ヌ,基本形,ぬ,ヌ,ヌ
もの,名詞,非自立,一般,,,,もの,モノ,モノ
に,助詞,格助詞,一般,,,,に,ニ,ニ
驚く,動詞,自立,,,五段・カ行イ音便,基本形,驚く,オドロク,オドロク
が,助詞,接続助詞,,,,,が,ガ,ガ
如き,動詞,自立,,,五段・カ行イ音便,連用形,如く,シキ,シキ
、,記号,読点,,,,,、,、,、
野暮,名詞,形容動詞語幹,,,,,野暮,ヤボ,ヤボ
なる,助動詞,,,,文語・ナリ,体言接続,なり,ナル,ナル
今日,名詞,副詞可能,,,,,今日,キョウ,キョー
の,助詞,連体化,,,,,の,ノ,ノ
御代,名詞,一般,,,,,御代,ミヨ,ミヨ
に,助詞,格助詞,一般,,,,に,ニ,ニ
は,助詞,係助詞,,,,,は,ハ,ワ
あら,動詞,自立,,,五段・ラ行,未然形,ある,アラ,アラ
ず,助動詞,,,,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ
。,記号,句点,,,,,。,。,。
○,記号,一般,,,,,○,○,○
今,名詞,副詞可能,,,,,今,イマ,イマ
人,名詞,接尾,一般,,,,人,ジン,ジン
は,助詞,係助詞,,,,,は,ハ,ワ
今,名詞,副詞可能,,,,,今,イマ,イマ
人,名詞,接尾,一般,,,,人,ジン,ジン
のみ,助詞,副助詞,,,,,のみ,ノミ,ノミ
、,記号,読点,,,,,、,、,、
古人,名詞,一般,,,,,古人,コジン,コジン
の,助詞,連体化,,,,,の,ノ,ノ
則,名詞,一般,,,,,則,ノリ,ノリ
に,助詞,格助詞,一般,,,,に,ニ,ニ
従,動詞,自立,,,一段,連用形,従る,シタガエ,シタガエ
ふ,名詞,一般,,,,,ふ,フ,フ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
要せ,動詞,自立,,,サ変・−スル,未然レル接続,要する,ヨウセ,ヨーセ
ず,助動詞,,,,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ
と,助詞,格助詞,引用,,,,と,ト,ト
。,記号,句点,,,,,。,。,。
尤も,名詞,形容動詞語幹,,,,,尤も,モットモ,モットモ
の,助詞,連体化,,,,,の,ノ,ノ
事,名詞,非自立,一般,,,,事,コト,コト
なり,助動詞,,,,文語・ナリ,基本形,なり,ナリ,ナリ
。,記号,句点,,,,,。,。,。
後人,名詞,一般,,,,,後人,コウジン,コージン
亦,接続詞,,,,,,亦,マタ,マタ
斯く,副詞,一般,,,,,斯く,カク,カク
言,名詞,一般,,,,,言,ゲン,ゲン
はん,名詞,接尾,人名,,,,はん,ハン,ハン
か,助詞,副助詞／並立助詞／終助詞,,,,,か,カ,カ
、,記号,読点,,,,,、,、,、
それ,名詞,代名詞,一般,,,,それ,ソレ,ソレ
も,助詞,係助詞,,,,,も,モ,モ
尤も,名詞,形容動詞語幹,,,,,尤も,モットモ,モットモ
の,助詞,連体化,,,,,の,ノ,ノ
事,名詞,非自立,一般,,,,事,コト,コト
なり,助動詞,,,,文語・ナリ,基本形,なり,ナリ,ナリ
。,記号,句点,,,,,。,。,。
—,名詞,サ変接続,,,,,—,—,—
—,名詞,サ変接続,,,,,—,—,—
—,名詞,サ変接続,,,,,—,—,—
—,名詞,サ変接続,,,,,—,—,—
—,名詞,サ変接続,,,,,—,—,—
—,名詞,サ変接続,,,,,—,—,—
—,名詞,サ変接続,,,,,—,—,—
—,名詞,サ変接続,,,,,—,—,—
—,名詞,サ変接続,,,,,—,—,—
—,名詞,サ変接続,,,,,—,—,—
—,名詞,サ変接続,,,,,—,—,—
—,名詞,サ変接続,,,,,—,—,—
—————————————————————————,名詞,サ変接続,,,,,—————————————————————————,—————————————————————————,—————————————————————————
○,記号,一般,,,,,○,○,○
さま,名詞,接尾,人名,,,,さま,サマ,サマ
／,記号,一般,,,,,／,／,／
″＼,名詞,サ変接続,,,,,″＼,″＼,″＼
なる,動詞,自立,,,五段・ラ行,基本形,なる,ナル,ナル
世,名詞,一般,,,,,世,ヨ,ヨ
に,助詞,格助詞,一般,,,,に,ニ,ニ
在り,動詞,自立,,,五段・ラ行,連用形,在る,アリ,アリ
て,助詞,接続助詞,,,,,て,テ,テ
、,記号,読点,,,,,、,、,、
いづれ,動詞,自立,,,下二・ダ行,仮定形,いづ,イヅレ,イズレ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
上手,名詞,形容動詞語幹,,,,,上手,ジョウズ,ジョーズ
と,助詞,格助詞,引用,,,,と,ト,ト
定めん,動詞,自立,,,一段,体言接続特殊,定める,サダメン,サダメン
は,助詞,係助詞,,,,,は,ハ,ワ
、,記号,読点,,,,,、,、,、
いと,副詞,一般,,,,,いと,イト,イト
難し,形容詞,自立,,,形容詞・アウオ段,文語基本形,難い,カタシ,カタシ
。,記号,句点,,,,,。,。,。
孰,名詞,一般,,,,,孰,孰,孰
れ,助動詞,,,,文語・ル,連用形,る,レ,レ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
下手,名詞,形容動詞語幹,,,,,下手,ヘタ,ヘタ
と,助詞,格助詞,引用,,,,と,ト,ト
定めん,動詞,自立,,,一段,体言接続特殊,定める,サダメン,サダメン
は,助詞,係助詞,,,,,は,ハ,ワ
、,記号,読点,,,,,、,、,、
いと,副詞,一般,,,,,いと,イト,イト
／,記号,一般,,,,,／,／,／
＼,記号,一般,,,,,＼,＼,＼
難し,形容詞,自立,,,形容詞・アウオ段,文語基本形,難い,カタシ,カタシ
。,記号,句点,,,,,。,。,。
上手,名詞,形容動詞語幹,,,,,上手,ジョウズ,ジョーズ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
定めん,動詞,自立,,,一段,体言接続特殊,定める,サダメン,サダメン
より,助詞,格助詞,一般,,,,より,ヨリ,ヨリ
も,助詞,係助詞,,,,,も,モ,モ
、,記号,読点,,,,,、,、,、
下手,名詞,形容動詞語幹,,,,,下手,ヘタ,ヘタ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
定めん,動詞,自立,,,一段,体言接続特殊,定める,サダメン,サダメン
は,助詞,係助詞,,,,,は,ハ,ワ
一層,副詞,一般,,,,,一層,イッソウ,イッソー
難き,形容詞,自立,,,形容詞・アウオ段,体言接続,難い,カタキ,カタキ
事,名詞,非自立,一般,,,,事,コト,コト
なり,助動詞,,,,文語・ナリ,基本形,なり,ナリ,ナリ
。,記号,句点,,,,,。,。,。
○,記号,一般,,,,,○,○,○
長く,形容詞,自立,,,形容詞・アウオ段,連用テ接続,長い,ナガク,ナガク
所,名詞,非自立,副詞可能,,,,所,トコロ,トコロ
謂,名詞,一般,,,,,謂,イイ,イー
素人,名詞,一般,,,,,素人,シロウト,シロート
たれ,助動詞,,,,文語・ナリ,命令ｅ,たり,タレ,タレ
、,記号,読点,,,,,、,、,、
黒人,名詞,一般,,,,,黒人,コクジン,コクジン
たる,助動詞,,,,文語・ナリ,体言接続,たり,タル,タル
莫,名詞,一般,,,,,莫,莫,莫
れ,助動詞,,,,文語・ル,未然形,る,レ,レ
。,記号,句点,,,,,。,。,。
技,名詞,一般,,,,,技,ワザ,ワザ
や,助詞,並立助詞,,,,,や,ヤ,ヤ
よしあし,名詞,一般,,,,,よしあし,ヨシアシ,ヨシアシ
の,助詞,連体化,,,,,の,ノ,ノ
何,名詞,代名詞,一般,,,,何,ナニ,ナニ
は,助詞,係助詞,,,,,は,ハ,ワ
問,名詞,一般,,,,,問,トイ,トイ
は,助詞,係助詞,,,,,は,ハ,ワ
ず,助動詞,,,,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ
、,記号,読点,,,,,、,、,、
黒人,名詞,一般,,,,,黒人,コクジン,コクジン
は,助詞,係助詞,,,,,は,ハ,ワ
存外,名詞,形容動詞語幹,,,,,存外,ゾンガイ,ゾンガイ
ま,フィラー,,,,,,ま,マ,マ
づい,動詞,非自立,,,五段・カ行イ音便,連用タ接続,づく,ヅイ,ヅイ
もの,名詞,非自立,一般,,,,もの,モノ,モノ
なり,助詞,並立助詞,,,,,なり,ナリ,ナリ
、,記号,読点,,,,,、,、,、
下手,名詞,形容動詞語幹,,,,,下手,ヘタ,ヘタ
な,助動詞,,,,特殊・ダ,体言接続,だ,ナ,ナ
もの,名詞,非自立,一般,,,,もの,モノ,モノ
なり,助詞,並立助詞,,,,,なり,ナリ,ナリ
、,記号,読点,,,,,、,、,、
いや,名詞,形容動詞語幹,,,,,いや,イヤ,イヤ
で,助動詞,,,,特殊・ダ,連用形,だ,デ,デ
も,助詞,係助詞,,,,,も,モ,モ
黒人,名詞,一般,,,,,黒人,コクジン,コクジン
と,助詞,格助詞,一般,,,,と,ト,ト
なり,動詞,自立,,,五段・ラ行,連用形,なる,ナリ,ナリ
て,助詞,接続助詞,,,,,て,テ,テ
、,記号,読点,,,,,、,、,、
其処,名詞,一般,,,,,其処,其処,其処
に,助詞,格助詞,一般,,,,に,ニ,ニ
衣食,名詞,一般,,,,,衣食,イショク,イショク
する,動詞,自立,,,サ変・スル,基本形,する,スル,スル
